timestamp,bitcoin,"market_cap-weighted (max_weight=0.1, min_volume=100000)","market_cap-weighted (max_weight=0.1, min_volume=1000000)","volume-weighted (max_weight=0.1, min_volume=1000000)","volume-weighted (max_weight=0.1, min_volume=10000000)"
1402920000000,422.524093081,48.170947959,30.0162841043,30.0162841043,37.8700689876
1403006400000,420.234074233,47.6089225911,29.576684316,29.576684316,37.4584520442
1403092800000,428.178767445,47.7886165388,30.0873068977,30.0873068977,38.8615642747
1403179200000,424.146110827,47.5777520031,29.759835028,29.759835028,38.1260864409
1403265600000,414.624027779,47.8330334479,29.4054114466,29.4054114466,36.3947164658
1403352000000,417.834966736,45.8865022561,29.5447440971,29.5447440971,36.9562422262
1403438400000,423.01253624,46.9188009229,30.0580099813,30.0580099813,37.8664949434
1403524800000,412.903707767,45.2270976784,29.0521231295,29.0521231295,36.0347106393
1403611200000,416.90444453,45.3374726223,29.3924831701,29.3924831701,36.7296496235
1403697600000,396.098459231,42.0569021149,27.179228003,27.179228003,32.9689572917
1403784000000,402.126846339,42.5737828589,27.4609059267,27.4609059267,33.9649338136
1403870400000,409.557226475,43.2187596323,27.9410509775,27.9410509775,35.2086660883
1403956800000,421.764410735,43.6359936472,28.8864637277,28.8864637277,37.27684067
1404043200000,418.456429476,42.5213717647,28.4495445472,28.4495445472,36.6897963047
1404129600000,438.710852987,42.8847435848,29.6352054676,29.6352054676,40.1582862675
1404216000000,455.646761387,42.3463680781,30.5875125417,30.5875125417,43.2004624978
1404302400000,451.661770256,40.6777760603,28.5076946595,28.5076946595,42.4414943589
1404388800000,454.740178561,40.965824954,28.982531677,28.982531677,43.0180718971
1404475200000,442.044548003,40.108459945,27.7954584412,27.7954584412,40.5819107025
1404561600000,442.145188687,38.1961789264,26.7880954924,26.7880954924,40.6003872403
1404648000000,443.001691433,37.6905091102,26.2766494278,26.2766494278,40.757533381
1404734400000,438.602892183,37.1405875912,26.9323067035,26.9323067035,39.9440816435
1404820800000,435.713023172,38.2737167461,27.0739908464,27.0739908464,39.4159723775
1404907200000,436.087492965,40.4009517001,27.4888266583,27.4888266583,39.4836947137
1404993600000,429.940924319,39.0970628748,26.7565934142,26.7565934142,38.3627462079
1405080000000,436.298262032,40.3554113141,27.4404385007,27.4404385007,39.4889446798
1405166400000,441.217558905,40.6468894126,27.8277521676,27.8277521676,40.3744438237
1405252800000,441.657278842,42.1118977819,29.4726575411,29.4726575411,40.4548785519
1405339200000,434.251841232,40.7295275158,28.3737717422,28.3737717422,39.0867310548
1405425600000,435.362598424,40.1856895865,28.4433414718,28.4433414718,39.2864328502
1405512000000,431.964559109,39.8271206083,27.876055923,27.876055923,38.6707596282
1405598400000,427.976450323,41.5218933188,27.5466954634,27.5466954634,37.9533880866
1405684800000,434.128271559,43.7079456128,28.594176008,28.594176008,39.0367201504
1405771200000,438.170428408,42.4990403558,28.6641989945,28.6641989945,39.7602964903
1405857600000,437.649729512,41.4298005072,28.3906385605,28.3906385605,39.6657421701
1405944000000,433.834068144,41.3251669854,28.1918112282,28.1918112282,38.9710556707
1406030400000,435.924202421,39.5844330155,28.5261563613,28.5261563613,39.3456650251
1406116800000,435.935977929,40.0213938672,28.3492186354,28.3492186354,39.347790665
1406203200000,425.843864569,39.5224012688,27.335446026,27.335446026,37.5045332624
1406289600000,419.570676337,37.6274557664,26.0044674212,26.0044674212,36.3913406047
1406376000000,417.24195984,37.4331271229,25.5956419616,25.5956419616,35.9862543032
1406462400000,417.177810701,36.5278982928,25.8267637144,25.8267637144,35.9751879919
1406548800000,406.060243594,35.3520837815,24.8066823313,24.8066823313,34.031736124
